source_path,filename,sha256,bytes,category,reason,internal_hash_group_size,v2_exact_matches
main (15th copy).rs,main (15th copy).rs,89d64607e895df7b7abfa48bd0a8c265846a9f4e034ff2bea2e6bfce179a56b5,4326,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (16th copy).rs,main (16th copy).rs,0578f9879f9d0c972a6f799e210e84c78559733d84052f7eb29899a730db2868,3979,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (17th copy).rs,main (17th copy).rs,58aa87dba36754ef46077007562c075ca39190830d0cf22cfef84500ffb376c4,2564,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (18th copy).rs,main (18th copy).rs,44d6f88d76eb2c929e7f6db32df9c78a7693938089f9bc4ab4bc329b5e071af3,4510,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (19th copy).rs,main (19th copy).rs,b047d4a0aa938228d9c8aeda0f8a8216415d92d87f53056936b071a0d7bb26a3,4509,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (20th copy).rs,main (20th copy).rs,e8d32fce58092e41fb3bec00b998ad7c6aa2b3cf9ccdfe1ea9e2145868e086d6,5375,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (21st copy).rs,main (21st copy).rs,b739bf8627389350b305134efdd284c4f09ba5b91eaadcb4a576232a11a483fd,4761,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (22nd copy).rs,main (22nd copy).rs,f7c2c4bb9770a683cb2d241cf1aa774479008a12c4a4ea7c2085d017a87fb506,3516,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (23rd copy).rs,main (23rd copy).rs,5377bdadb9007aea4e826bef771450f2c4e3ae1af02c5002f817aaae31346c54,3449,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (24th copy).rs,main (24th copy).rs,3b66a4ecd6caecf34faef39e66b3a45b0041cf8bd93e1b5dfe34fccd349f6a9c,4534,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (25th copy).rs,main (25th copy).rs,d7093aaa530aa51c65db2c217a9f157807115871b5ea5458c29cd50dc8ad5a6d,4457,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (26th copy).rs,main (26th copy).rs,7e1bf8c10066c1d50b1553a40531c902d5bfdfa1f894229ef3c76033b9888676,6010,internal_duplicate,Exact duplicate inside third_sweep of main (12th copy).rs,6,
main (27th copy).rs,main (27th copy).rs,c3ba04f0f0fafb9a5e35d5efc964112d7bd0b82ae554d9a3182df83cf1d41e77,4076,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (28th copy).rs,main (28th copy).rs,a7543e6636e6e492b86cf0d9dbb27d4712f59dfd54f84432f46f9db57be0b5bb,5527,internal_duplicate,Exact duplicate inside third_sweep of main.rs,6,
main (29th copy).rs,main (29th copy).rs,a1b8fd2228bb828e4a9666b2148dd79335195dad368288993f477d53e73a40d3,4393,internal_duplicate,Exact duplicate inside third_sweep of main (copy).rs,4,
main (30th copy).rs,main (30th copy).rs,8b4b685371542e16afec3b5e487aebe018606560632c84c9d6800c39989677b7,4016,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,6,
main (31st copy).rs,main (31st copy).rs,bf2a445f16b430df2d4cdc83d39ad7aa4635157e39c6c4bcb6f26bb26662c1a6,2579,internal_duplicate,Exact duplicate inside third_sweep of main (3rd copy).rs,6,
main (32nd copy).rs,main (32nd copy).rs,69d21f771bc3834a0d713733761daa7de723356b9b1a18f85e2a8ca7ab06bd1e,4554,internal_duplicate,Exact duplicate inside third_sweep of main (4th copy).rs,4,
main (33rd copy).rs,main (33rd copy).rs,5c17331a7a2233d79deff3e4eceaa9c9899a303e8b7bed3858945223f5c17c52,4557,internal_duplicate,Exact duplicate inside third_sweep of main (5th copy).rs,4,
main (34th copy).rs,main (34th copy).rs,269b8efa4445f000523fee442c18860376f122a2f1b148ea855c2ba6c02835a4,5441,internal_duplicate,Exact duplicate inside third_sweep of main (6th copy).rs,6,
main (35th copy).rs,main (35th copy).rs,be402188712a84aaa1e1a57753cde38205ce913a5d6bebcb38a6c90cfd00acd3,4842,internal_duplicate,Exact duplicate inside third_sweep of main (7th copy).rs,4,
main (36th copy).rs,main (36th copy).rs,225e7cc82dff8a933604e289a6fa3bd7bb819c5c5e96be0f1abf4c8185ce4c01,3554,internal_duplicate,Exact duplicate inside third_sweep of main (8th copy).rs,4,
main (37th copy).rs,main (37th copy).rs,f366efb6daeb9bf743ca950316d88784af810ca05cb79b029a22a6eded6bf060,3482,internal_duplicate,Exact duplicate inside third_sweep of main (9th copy).rs,6,
main (38th copy).rs,main (38th copy).rs,08edc2b23585434ad8c472630dfa707fe92d9a27e17e9b148b70041a3041868c,4666,internal_duplicate,Exact duplicate inside third_sweep of main (10th copy).rs,4,
main (39th copy).rs,main (39th copy).rs,497ef1b86d143cb780be3ac48add71f21d11733d97fdd780c944d1fe775cbb82,4504,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (3rd copy).rs,main (3rd copy).rs,bf2a445f16b430df2d4cdc83d39ad7aa4635157e39c6c4bcb6f26bb26662c1a6,2579,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,6,
main (40th copy).rs,main (40th copy).rs,7e1bf8c10066c1d50b1553a40531c902d5bfdfa1f894229ef3c76033b9888676,6010,internal_duplicate,Exact duplicate inside third_sweep of main (12th copy).rs,6,
main (41st copy).rs,main (41st copy).rs,e13da38acdd0b4e2766e11a0a30f7b7ce1e6f87c435f980a4a163d07c926588c,4093,internal_duplicate,Exact duplicate inside third_sweep of main (13th copy).rs,6,
main (42nd copy).rs,main (42nd copy).rs,a7543e6636e6e492b86cf0d9dbb27d4712f59dfd54f84432f46f9db57be0b5bb,5527,internal_duplicate,Exact duplicate inside third_sweep of main.rs,6,
main (43rd copy).rs,main (43rd copy).rs,74c1da920f970681952251b6b84069af4892e9a7333e14c3a31c069efbd933a7,4334,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (44th copy).rs,main (44th copy).rs,8b4b685371542e16afec3b5e487aebe018606560632c84c9d6800c39989677b7,4016,internal_duplicate,Exact duplicate inside third_sweep of main (30th copy).rs,6,
main (45th copy).rs,main (45th copy).rs,bf2a445f16b430df2d4cdc83d39ad7aa4635157e39c6c4bcb6f26bb26662c1a6,2579,internal_duplicate,Exact duplicate inside third_sweep of main (3rd copy).rs,6,
main (46th copy).rs,main (46th copy).rs,a9518f43b06af20ef40a4936614676547bd0f452c1f21c2dbd2188ef302103e5,5191,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (47th copy).rs,main (47th copy).rs,5263423427f982945785eaeaf3255a5011c15fa1f91d520758b15e42a3ebce5a,4968,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (48th copy).rs,main (48th copy).rs,269b8efa4445f000523fee442c18860376f122a2f1b148ea855c2ba6c02835a4,5441,internal_duplicate,Exact duplicate inside third_sweep of main (6th copy).rs,6,
main (49th copy).rs,main (49th copy).rs,932f366701b5901e7cd64d5d46128a7af73c939ac688e18bf1878401ef0a3f59,5329,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (4th copy).rs,main (4th copy).rs,69d21f771bc3834a0d713733761daa7de723356b9b1a18f85e2a8ca7ab06bd1e,4554,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
main (50th copy).rs,main (50th copy).rs,8a4ec3a8d1e652b204ca580c6cc9d8e9f6447ab1b25f8af99de2b99b65b93cba,4199,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (51st copy).rs,main (51st copy).rs,f366efb6daeb9bf743ca950316d88784af810ca05cb79b029a22a6eded6bf060,3482,internal_duplicate,Exact duplicate inside third_sweep of main (9th copy).rs,6,
main (52nd copy).rs,main (52nd copy).rs,d17b53f9530638eedf304f8a84421683b834ed0cd31b37211c097a0e5453b7be,5126,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (53rd copy).rs,main (53rd copy).rs,1e0c73386155412eb0f2448c9bbb68e41593b27da183815a803933f19a323974,1504,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (54th copy).rs,main (54th copy).rs,142c79f939d6b9009268f81fd3f867b22a991cc3abcd57e12f21f07635ec1e25,4877,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (55th copy).rs,main (55th copy).rs,85fbafc5dc4f43f9642f0227232a384f8bdf6617509e5af302ed789a54d437b4,20543,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
main (56th copy).rs,main (56th copy).rs,e13da38acdd0b4e2766e11a0a30f7b7ce1e6f87c435f980a4a163d07c926588c,4093,internal_duplicate,Exact duplicate inside third_sweep of main (13th copy).rs,6,
main (57th copy).rs,main (57th copy).rs,a7543e6636e6e492b86cf0d9dbb27d4712f59dfd54f84432f46f9db57be0b5bb,5527,internal_duplicate,Exact duplicate inside third_sweep of main.rs,6,
main (58th copy).rs,main (58th copy).rs,74c1da920f970681952251b6b84069af4892e9a7333e14c3a31c069efbd933a7,4334,internal_duplicate,Exact duplicate inside third_sweep of main (43rd copy).rs,2,
main (59th copy).rs,main (59th copy).rs,8b4b685371542e16afec3b5e487aebe018606560632c84c9d6800c39989677b7,4016,internal_duplicate,Exact duplicate inside third_sweep of main (30th copy).rs,6,
main (5th copy).rs,main (5th copy).rs,5c17331a7a2233d79deff3e4eceaa9c9899a303e8b7bed3858945223f5c17c52,4557,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
main (60th copy).rs,main (60th copy).rs,bf2a445f16b430df2d4cdc83d39ad7aa4635157e39c6c4bcb6f26bb26662c1a6,2579,internal_duplicate,Exact duplicate inside third_sweep of main (3rd copy).rs,6,
main (61st copy).rs,main (61st copy).rs,a9518f43b06af20ef40a4936614676547bd0f452c1f21c2dbd2188ef302103e5,5191,internal_duplicate,Exact duplicate inside third_sweep of main (46th copy).rs,2,
main (62nd copy).rs,main (62nd copy).rs,5263423427f982945785eaeaf3255a5011c15fa1f91d520758b15e42a3ebce5a,4968,internal_duplicate,Exact duplicate inside third_sweep of main (47th copy).rs,2,
main (63rd copy).rs,main (63rd copy).rs,269b8efa4445f000523fee442c18860376f122a2f1b148ea855c2ba6c02835a4,5441,internal_duplicate,Exact duplicate inside third_sweep of main (6th copy).rs,6,
main (64th copy).rs,main (64th copy).rs,932f366701b5901e7cd64d5d46128a7af73c939ac688e18bf1878401ef0a3f59,5329,internal_duplicate,Exact duplicate inside third_sweep of main (49th copy).rs,2,
main (65th copy).rs,main (65th copy).rs,8a4ec3a8d1e652b204ca580c6cc9d8e9f6447ab1b25f8af99de2b99b65b93cba,4199,internal_duplicate,Exact duplicate inside third_sweep of main (50th copy).rs,2,
main (66th copy).rs,main (66th copy).rs,f366efb6daeb9bf743ca950316d88784af810ca05cb79b029a22a6eded6bf060,3482,internal_duplicate,Exact duplicate inside third_sweep of main (9th copy).rs,6,
main (67th copy).rs,main (67th copy).rs,d17b53f9530638eedf304f8a84421683b834ed0cd31b37211c097a0e5453b7be,5126,internal_duplicate,Exact duplicate inside third_sweep of main (52nd copy).rs,2,
main (68th copy).rs,main (68th copy).rs,1e0c73386155412eb0f2448c9bbb68e41593b27da183815a803933f19a323974,1504,internal_duplicate,Exact duplicate inside third_sweep of main (53rd copy).rs,2,
main (69th copy).rs,main (69th copy).rs,142c79f939d6b9009268f81fd3f867b22a991cc3abcd57e12f21f07635ec1e25,4877,internal_duplicate,Exact duplicate inside third_sweep of main (54th copy).rs,2,
main (6th copy).rs,main (6th copy).rs,269b8efa4445f000523fee442c18860376f122a2f1b148ea855c2ba6c02835a4,5441,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,6,
main (70th copy).rs,main (70th copy).rs,85fbafc5dc4f43f9642f0227232a384f8bdf6617509e5af302ed789a54d437b4,20543,internal_duplicate,Exact duplicate inside third_sweep of main (55th copy).rs,2,
main (71st copy).rs,main (71st copy).rs,e13da38acdd0b4e2766e11a0a30f7b7ce1e6f87c435f980a4a163d07c926588c,4093,internal_duplicate,Exact duplicate inside third_sweep of main (13th copy).rs,6,
main (72nd copy).rs,main (72nd copy).rs,a7543e6636e6e492b86cf0d9dbb27d4712f59dfd54f84432f46f9db57be0b5bb,5527,internal_duplicate,Exact duplicate inside third_sweep of main.rs,6,
main (73rd copy).rs,main (73rd copy).rs,a1b8fd2228bb828e4a9666b2148dd79335195dad368288993f477d53e73a40d3,4393,internal_duplicate,Exact duplicate inside third_sweep of main (copy).rs,4,
main (74th copy).rs,main (74th copy).rs,8b4b685371542e16afec3b5e487aebe018606560632c84c9d6800c39989677b7,4016,internal_duplicate,Exact duplicate inside third_sweep of main (30th copy).rs,6,
main (75th copy).rs,main (75th copy).rs,bf2a445f16b430df2d4cdc83d39ad7aa4635157e39c6c4bcb6f26bb26662c1a6,2579,internal_duplicate,Exact duplicate inside third_sweep of main (3rd copy).rs,6,
main (76th copy).rs,main (76th copy).rs,69d21f771bc3834a0d713733761daa7de723356b9b1a18f85e2a8ca7ab06bd1e,4554,internal_duplicate,Exact duplicate inside third_sweep of main (4th copy).rs,4,
main (77th copy).rs,main (77th copy).rs,5c17331a7a2233d79deff3e4eceaa9c9899a303e8b7bed3858945223f5c17c52,4557,internal_duplicate,Exact duplicate inside third_sweep of main (5th copy).rs,4,
main (78th copy).rs,main (78th copy).rs,269b8efa4445f000523fee442c18860376f122a2f1b148ea855c2ba6c02835a4,5441,internal_duplicate,Exact duplicate inside third_sweep of main (6th copy).rs,6,
main (79th copy).rs,main (79th copy).rs,be402188712a84aaa1e1a57753cde38205ce913a5d6bebcb38a6c90cfd00acd3,4842,internal_duplicate,Exact duplicate inside third_sweep of main (7th copy).rs,4,
main (7th copy).rs,main (7th copy).rs,be402188712a84aaa1e1a57753cde38205ce913a5d6bebcb38a6c90cfd00acd3,4842,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
main (80th copy).rs,main (80th copy).rs,225e7cc82dff8a933604e289a6fa3bd7bb819c5c5e96be0f1abf4c8185ce4c01,3554,internal_duplicate,Exact duplicate inside third_sweep of main (8th copy).rs,4,
main (81st copy).rs,main (81st copy).rs,f366efb6daeb9bf743ca950316d88784af810ca05cb79b029a22a6eded6bf060,3482,internal_duplicate,Exact duplicate inside third_sweep of main (9th copy).rs,6,
main (82nd copy).rs,main (82nd copy).rs,08edc2b23585434ad8c472630dfa707fe92d9a27e17e9b148b70041a3041868c,4666,internal_duplicate,Exact duplicate inside third_sweep of main (10th copy).rs,4,
main (83rd copy).rs,main (83rd copy).rs,69bb0faea935e097034cd98e2e160da0a6ff789e34bd2adff6e5c4ed24feb24b,4487,internal_duplicate,Exact duplicate inside third_sweep of main (11th copy).rs,2,
main (84th copy).rs,main (84th copy).rs,7e1bf8c10066c1d50b1553a40531c902d5bfdfa1f894229ef3c76033b9888676,6010,internal_duplicate,Exact duplicate inside third_sweep of main (12th copy).rs,6,
main (85th copy).rs,main (85th copy).rs,e13da38acdd0b4e2766e11a0a30f7b7ce1e6f87c435f980a4a163d07c926588c,4093,internal_duplicate,Exact duplicate inside third_sweep of main (13th copy).rs,6,
main (86th copy).rs,main (86th copy).rs,956efa43333cdb3569b35f269456b25711404d58ca989951b2ff3981440af8da,5507,internal_duplicate,Exact duplicate inside third_sweep of main (14th copy).rs,2,
main (87th copy).rs,main (87th copy).rs,89d64607e895df7b7abfa48bd0a8c265846a9f4e034ff2bea2e6bfce179a56b5,4326,internal_duplicate,Exact duplicate inside third_sweep of main (15th copy).rs,2,
main (88th copy).rs,main (88th copy).rs,0578f9879f9d0c972a6f799e210e84c78559733d84052f7eb29899a730db2868,3979,internal_duplicate,Exact duplicate inside third_sweep of main (16th copy).rs,2,
main (89th copy).rs,main (89th copy).rs,58aa87dba36754ef46077007562c075ca39190830d0cf22cfef84500ffb376c4,2564,internal_duplicate,Exact duplicate inside third_sweep of main (17th copy).rs,2,
main (8th copy).rs,main (8th copy).rs,225e7cc82dff8a933604e289a6fa3bd7bb819c5c5e96be0f1abf4c8185ce4c01,3554,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
main (90th copy).rs,main (90th copy).rs,44d6f88d76eb2c929e7f6db32df9c78a7693938089f9bc4ab4bc329b5e071af3,4510,internal_duplicate,Exact duplicate inside third_sweep of main (18th copy).rs,2,
main (91st copy).rs,main (91st copy).rs,b047d4a0aa938228d9c8aeda0f8a8216415d92d87f53056936b071a0d7bb26a3,4509,internal_duplicate,Exact duplicate inside third_sweep of main (19th copy).rs,2,
main (92nd copy).rs,main (92nd copy).rs,e8d32fce58092e41fb3bec00b998ad7c6aa2b3cf9ccdfe1ea9e2145868e086d6,5375,internal_duplicate,Exact duplicate inside third_sweep of main (20th copy).rs,2,
main (93rd copy).rs,main (93rd copy).rs,b739bf8627389350b305134efdd284c4f09ba5b91eaadcb4a576232a11a483fd,4761,internal_duplicate,Exact duplicate inside third_sweep of main (21st copy).rs,2,
main (94th copy).rs,main (94th copy).rs,f7c2c4bb9770a683cb2d241cf1aa774479008a12c4a4ea7c2085d017a87fb506,3516,internal_duplicate,Exact duplicate inside third_sweep of main (22nd copy).rs,2,
main (95th copy).rs,main (95th copy).rs,5377bdadb9007aea4e826bef771450f2c4e3ae1af02c5002f817aaae31346c54,3449,internal_duplicate,Exact duplicate inside third_sweep of main (23rd copy).rs,2,
main (96th copy).rs,main (96th copy).rs,3b66a4ecd6caecf34faef39e66b3a45b0041cf8bd93e1b5dfe34fccd349f6a9c,4534,internal_duplicate,Exact duplicate inside third_sweep of main (24th copy).rs,2,
main (97th copy).rs,main (97th copy).rs,d7093aaa530aa51c65db2c217a9f157807115871b5ea5458c29cd50dc8ad5a6d,4457,internal_duplicate,Exact duplicate inside third_sweep of main (25th copy).rs,2,
main (98th copy).rs,main (98th copy).rs,7e1bf8c10066c1d50b1553a40531c902d5bfdfa1f894229ef3c76033b9888676,6010,internal_duplicate,Exact duplicate inside third_sweep of main (12th copy).rs,6,
main (99th copy).rs,main (99th copy).rs,c3ba04f0f0fafb9a5e35d5efc964112d7bd0b82ae554d9a3182df83cf1d41e77,4076,internal_duplicate,Exact duplicate inside third_sweep of main (27th copy).rs,2,
main (9th copy).rs,main (9th copy).rs,f366efb6daeb9bf743ca950316d88784af810ca05cb79b029a22a6eded6bf060,3482,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,6,
main (another copy).rs,main (another copy).rs,8b4b685371542e16afec3b5e487aebe018606560632c84c9d6800c39989677b7,4016,internal_duplicate,Exact duplicate inside third_sweep of main (30th copy).rs,6,
main (copy).rs,main (copy).rs,a1b8fd2228bb828e4a9666b2148dd79335195dad368288993f477d53e73a40d3,4393,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
main.c,main.c,f32c7dcf22ff193042a8a0c71288839ddc59caa0eabf7150a9ef0ff0714ca3af,3442,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
main.rs,main.rs,a7543e6636e6e492b86cf0d9dbb27d4712f59dfd54f84432f46f9db57be0b5bb,5527,runtime_persistence_orchestration,Build/CLI/persistence/runtime orchestration rather than a distinct math tool.,6,
make_manifest.py,make_manifest.py,8b8ba44e124a94dcb99a8d066867689a8a88be3848b4240d561c526a2acc943f,783,runtime_persistence_orchestration,Build/CLI/persistence/runtime orchestration rather than a distinct math tool.,1,
make_publication_figures.py,make_publication_figures.py,412d25c56d130c45b5f05a45b841c625f57ac0e96051afd465fff3ad05a61ea2,22491,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
mechanical_verification.py,mechanical_verification.py,f8c243f4d49137722adb698dfb3477b5c9f8c18fba4e6467ebe5a68739b485b4,2107,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
modal_f1a_scaling_hammer.py,modal_f1a_scaling_hammer.py,7bef051725658248942f493edcb182bd335fcb5e55b0e07f67f4c9fa3894e640,4729,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/modal_f1a_scaling_hammer.py,1,math_candidates/modal_f1a_scaling_hammer.py
models.py,models.py,7dfd036b60563a6516bf00329919d419f6d217a25d83fa1fc5f37265684abfb3,834,support_dependency,Support data models for certifier.py.,1,
native.py,native.py,d5fd35bb784cad062787328b5a0e3f58be1e3ebf79fffe23e15b3d7a7c5cdc22,1663,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
native_area_biform_probe.py,native_area_biform_probe.py,2656e795c55d5fa8bc1d4660b56f3ed6b21dac8db312370273cbaead5903bf59,20141,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_area_biform_probe.py,1,math_candidates/native_area_biform_probe.py
native_baryon_hydrogen.py,native_baryon_hydrogen.py,b07e1a9e3ea9bed7753ebf63f1a0ac37210381137f62662340d7053d8d9ea6dc,44347,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_baryon_hydrogen.py,1,math_candidates/native_baryon_hydrogen.py
native_baryon_relation_dynamics.py,native_baryon_relation_dynamics.py,05e979647b327390374f44aa1f50bb21e8e9f5fd384a6a80fb40dc37fa0e51c2,25641,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_baryon_relation_dynamics.py,1,math_candidates/native_baryon_relation_dynamics.py
native_baryon_transport_hydrogen.py,native_baryon_transport_hydrogen.py,d011ea217b1afcf099bab8fd4ef8a55b86795efcf2471b9e5709d3c3ba7163dd,34910,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_baryon_transport_hydrogen.py,1,math_candidates/native_baryon_transport_hydrogen.py
native_biology_derivation.py,native_biology_derivation.py,2ada095cb7292c069bb463464dbfdd5bd5b55eecf08ef8c65b61f03d91191bd3,3518,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_biology_derivation.py,1,math_candidates/native_biology_derivation.py
native_biology_sympy.py,native_biology_sympy.py,eb31f36cf1a7107e63c2945127d827f58fe05a069d75b17351f9b7e3bc8dbf39,1448,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_biology_sympy.py,1,math_candidates/native_biology_sympy.py
native_color_flux.py,native_color_flux.py,ba07c4f2504c28896e3a63ddde74a999684643a6de214cc3edf2df2f14b475ee,32563,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_color_flux.py,2,math_candidates/native_color_flux.py
native_color_singlet_composites.py,native_color_singlet_composites.py,f0b0fc200fd5aab0038020ac4aa6aca1b9dbfdba38a46335e331db7a86270e31,32545,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_color_singlet_composites.py,1,math_candidates/native_color_singlet_composites.py
native_emergence_search.py,native_emergence_search.py,b7dce2d55f3a10b5f54f5f056e3b629c7f52352f0ac459003d7a62523da7f1d1,25591,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_emergence_search.py,1,math_candidates/native_emergence_search.py
native_first_generation_closure.py,native_first_generation_closure.py,8a27342239560552b4c03c57ab3e0f16052879ea35087945a42cac49a9adaee4,20791,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_first_generation_closure.py,1,math_candidates/native_first_generation_closure.py
native_lepton_hypercharge_yukawa.py,native_lepton_hypercharge_yukawa.py,c3b72f7571bc93fc1ef93ab02104d0d3d146cf76927d35aa4dd36ba5490054c3,21012,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_lepton_hypercharge_yukawa.py,1,math_candidates/native_lepton_hypercharge_yukawa.py
native_multimode_atomic_emission.py,native_multimode_atomic_emission.py,d15e46f3b79a5d0fe693838bb6aeea35cad2a70d2e615d1cdac5b8084e52c49a,26863,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_multimode_atomic_emission.py,1,math_candidates/native_multimode_atomic_emission.py
native_operator_closure.py,native_operator_closure.py,aa5a65ebc2361e8244d8a3d6931444dcd80e882de6cc136fd298bee7e6cff6f6,37486,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_operator_closure.py,1,math_candidates/native_operator_closure.py
native_phase_live_decoder_v10.c,native_phase_live_decoder_v10.c,7432f79fe93f885ff46bdaa10522c602f38d7eaf9beec44cda72c2dfd6d0e23e,13323,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_phase_live_decoder_v10.c,1,math_candidates/native_phase_live_decoder_v10.c
native_phase_local_decoder_v9.c,native_phase_local_decoder_v9.c,700c0034354ef4bc06128770e8fe91074b8a96ce720ddf3859b5c1dfe96ed923,13317,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_phase_local_decoder_v9.c,1,math_candidates/native_phase_local_decoder_v9.c
native_phase_packet_v5.c,native_phase_packet_v5.c,be85276242243278f56b1c0de425eee55b844116c5beaf0faca4e4d9c02e0439,18227,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_phase_packet_v5.c,1,math_candidates/native_phase_packet_v5.c
native_phase_packet_v6.c,native_phase_packet_v6.c,28b5235977981d86ee1ed85d86b4b637fed087f2260a3e7269b7b76179cd8306,15951,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_phase_packet_v6.c,1,math_candidates/native_phase_packet_v6.c
native_phase_packet_v7.c,native_phase_packet_v7.c,265581e93304d99ff93e1fb81470ad2d1a67ef5f16531d94097b32929d286f12,12359,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/native_phase_packet_v7.c,1,math_candidates/native_phase_packet_v7.c
